Country,Code,Year,Life Ladder,Log GDP Per Capita,Social Support,Health Life Expectancy,Freedom,Generosity,Corruption,Country Code,electricity,Gross savings,Inflation,Primary completion rate,Renewable electricity,Renewable energy consumption,preprimary_education,primary_education,secondary_eductaion,undernourishment,population below poverty line ,drinking water services,Unemployment male rate,Unemployment women rate,Income Classification,Internet services,Life expectancy birth,Population,Rural population,Urban population
Burundi,BDI,2014,2.904535055,6.722984791,0.564678133,53.38000107,0.431384981,-0.055093486,0.807618856,BDI,7,0.617073027,4.405352342,69.56655884,80.71878883,91.35220337,11.07118034,134.2994843,39.4112587,12.7760176,4.732528736,59,2.1,1.2,Low income,1.4,59.665,9844301,88.224,11.776
Cambodia,KHM,2014,3.88330555,8.125146866,0.693434179,60.36000061,0.937544584,0.237051517,0.842555106,KHM,56.1,21.36463954,3.855238553,96.64279175,61.13651208,68.01229858,17.66543007,116.8082199,85.87845777,9.6,4.732528736,68,0.7,0.7,Low income,14,68.273,15274506,78.201,21.799
Cameroon,CMR,2014,4.240441322,8.169133186,0.777777076,51.36000061,0.794645548,-0.076876611,0.855849743,CMR,56.8,19.06655666,1.834130781,72.77977753,75.32509753,76.42849731,33.87899017,113.2790298,57.51034927,5.5,26,64,3.1,4,Lower-middle income,16.21487223,57.083,22681853,46.024,53.976
Canada,CAN,2014,7.30425787,10.76984406,0.917836308,71.04000092,0.93889761,0.26594463,0.441735327,CAN,100,22.14849389,1.906635907,91.28074342,62.82499222,22.41679955,62.93905588,101.5366592,109.3330994,12.7760176,0.2,99,7.4,6.4,High income,87.12,81.8,35437435,18.782,81.218
Chad,TCD,2014,3.460182905,7.529241562,0.733066797,50.11999893,0.566795349,-0.07123179,0.880934,TCD,8.405773163,22.29355488,1.681973139,91.28074342,0,85.28600311,62.93905588,101.5848312,23.0396595,29.9,4.732528736,93.46857671,7.874074074,9.485264133,Low income,2.9,52.789,13663562,77.628,22.372
Chile,CHL,2014,6.844238281,10.09399128,0.861552179,69.22000122,0.733326375,0.211057454,0.758497715,CHL,100,21.17117612,4.718675279,98.90055847,42.40700891,26.94610023,81.71443939,100.9414597,100.6820908,3.1,4.732528736,99,6.3,7.1,High income,61.11,79.504,17758969,12.697,87.303
China,CHN,2014,5.195619106,9.38020134,0.820366025,67.73999786,0.738455519,-0.219485104,0.750439852,CHN,100,47.61581834,1.921641628,91.28074342,22.60915378,12.06140041,76.0712738,95.7964325,85.87845777,12.7760176,1.4,93.46857671,7.874074074,9.485264133,Upper-middle income,47.9,75.629,1364270000,45.741,54.259
Colombia,COL,2014,6.44878912,9.542390823,0.907402635,68.08000183,0.801191449,-0.093298174,0.886645734,COL,97.790938,18.02673715,2.897818744,99.24220276,74.03831068,32.3832016,62.93905588,114.5444183,94.9876709,7.1,5,96,6.7,11,Upper-middle income,52.57,76.322,46967706,20.585,79.415
Congo,COG,2014,4.05601263,8.579113007,0.685934663,54.52000046,0.661638141,-0.136911437,0.808412731,COG,43.255867,57.38084075,0.912139545,91.28074342,54.71264368,62.16070175,62.93905588,103.8314319,85.87845777,31.1,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,7.11,62.582,4736965,34.915,65.085
Costa Rica,CRI,2014,7.247086048,9.824480057,0.914211214,69.83999634,0.926707387,0.002585921,0.788037479,CRI,99.359291,13.49578081,4.519200985,98.42607117,89.79152393,37.61650085,80.54488373,111.7728577,120.1272202,4.3,1.5,99,7.7,11.3,Upper-middle income,53,79.398,4795390,24.059,75.941
Croatia,HRV,2014,5.380692482,10.09073544,0.645697773,67.77999878,0.518878043,0.127034962,0.917735159,HRV,100,19.0748257,-0.21519616,97.93856049,73.95802322,33.62009811,62.1251297,100.9960175,98.70237732,12.7760176,1,93.46857671,16.5,18.3,High income,68.57,77.47804878,4238389,44.077,55.923
Cyprus,CYP,2014,5.627123833,10.4115448,0.770175993,71.44000244,0.715065658,0.055447984,0.868237555,CYP,100,9.48732802,-1.354988854,99.82537842,7.287356322,9.626899719,77.10958099,99.15271759,99.41673279,2.8,0.1,100,17.1,15.1,High income,69.33,80.178,1152297,32.969,67.031
Czechia,CZE,2014,6.483729839,10.44542503,0.877915204,68.18000031,0.800421,-0.171905741,0.896880686,CZE,100,25.31045338,0.34398859,98.16072083,10.77841497,14.86079979,104.425148,98.66822815,104.6972198,12.7760176,0,93.46857671,5.1,7.4,High income,74.23171164,78.82439024,10525347,26.616,73.384
Denmark,DNK,2014,7.507559299,10.85992813,0.956344306,70.27999878,0.941572249,0.11384625,0.237218335,DNK,100,29.00361173,0.56402054,98.77497864,55.90044743,30.22839928,96.33772278,101.2942276,129.3281708,12.7760176,0.2,100,6.7,7.1,High income,95.99,80.7,5643475,12.59,87.41
Dominican Republic,DOM,2014,5.387331963,9.570441246,0.890588045,63.43999863,0.904574394,-0.022874393,0.760023475,DOM,98.470979,19.58572341,2.998642261,95.26004791,13.33937266,17.42779922,47.86211014,107.5581589,80.14460754,8.3,2.1,93.46857671,7.874074074,9.485264133,Upper-middle income,49.58,73.003,10165182,22.33,77.67
Ecuador,ECU,2014,5.945851803,9.398794174,0.830963194,67.16000366,0.719104826,-0.170307815,0.660934925,ECU,98.976067,27.26580982,3.589220166,112.2291412,49.17513473,12.1782999,72.62103271,112.8784866,104.8615036,8.9,2.6,93.46857671,7.874074074,9.485264133,Upper-middle income,45.59039067,75.923,15951832,36.739,63.261
Egypt,EGY,2014,4.885072708,9.189520836,0.618550718,61.93999863,0.577937961,-0.125367016,0.749142587,EGY,99.8,11.8849608,10.07021547,91.28074342,8.870907791,5.337999821,29.91974068,103.8715363,80.79741669,4.6,4.732528736,99,9.7,24,Lower-middle income,33.89460391,71.117,90424668,57.161,42.839
El Salvador,SLV,2014,5.856523514,8.999739647,0.797612131,63.68000031,0.77801466,-0.19787091,0.781459808,SLV,95.125416,11.58394051,1.141344675,100.1043396,59.69789491,23.94799995,65.34745789,106.2758102,76.89572906,10.6,3.1,94,4.9,3.1,Lower-middle income,24.76171215,72.175,6295124,31.126,68.874
Estonia,EST,2014,5.55598259,10.32528877,0.917101741,68.01999664,0.773327112,-0.156480297,0.652447462,EST,100,27.60686702,-0.106175147,100.0924301,11.16021212,25.48990059,94.52468872,98.00723267,108.4098969,12.7760176,0.7,100,7.9,6.8,High income,84.24152803,77.03414634,1314545,31.731,68.269
Ethiopia,ETH,2014,4.506646633,7.395837784,0.640452147,57.63999939,0.693558931,0.080013111,0.701800287,ETH,27.2,31.45033178,6.890019516,53.38832855,99.96847084,91.24919891,24.62385941,99.25276184,85.87845777,17.8,4.732528736,93.46857671,7.874074074,9.485264133,Low income,7.7,64.547,98094264,81.002,18.998
Finland,FIN,2014,7.384571075,10.71390152,0.952016532,70.48000336,0.933043957,-0.005021296,0.265479892,FIN,100,20.76339672,1.041196212,98.88854218,38.58049167,41.24909973,79.78456879,100.6207199,146.4275665,12.7760176,0.1,100,9.3,8,High income,86.53039275,81.1804878,5461512,14.825,85.175
France,FRA,2014,6.466867924,10.66945267,0.877504528,71.59999847,0.803474188,-0.121955782,0.655637443,FRA,100,21.48595332,0.507758823,91.28074342,16.45590494,13.35340023,104.1772232,101.2803497,103.425827,12.7760176,0,100,10.5,10,High income,83.75,82.7195122,66312067,20.606,79.394
Gabon,GAB,2014,3.918073177,9.601395607,0.828597128,55.84000015,0.606613815,-0.19817391,0.781658471,GAB,86.98995209,42.38661756,4.690457518,91.28074342,40.34034034,81.28050232,62.93905588,103.8314319,85.87845777,14.7,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,38.07120929,64.318,1883801,12.349,87.651
Georgia,GEO,2014,4.287508011,9.413660049,0.558420002,64.09999847,0.71978116,-0.236095175,0.415525645,GEO,100,15.28187253,3.068812104,103.5047379,80.36833478,31.34440041,62.93905588,104.2728119,97.45314789,6.6,4.9,96,19.9,14.5,Lower-middle income,44,72.707,3719414,42.933,57.067
Germany,DEU,2014,6.984214306,10.83654785,0.937558949,70.08000183,0.898683429,0.083434992,0.473952919,DEU,100,27.58365403,0.906797949,97.28270721,26.13009657,14.02470016,108.3238907,100.5386429,99.71071625,12.7760176,0,100,5.3,4.6,High income,86.19,81.0902439,80982500,22.81,77.19
Ghana,GHA,2014,3.860351086,8.440074921,0.651468754,56.06000137,0.676916063,-0.000512222,0.912682354,GHA,78.3,18.41157704,15.48961603,93.65453339,64.73038648,47.69829941,114.8160095,104.5874481,64.06381989,7.4,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,19,62.416,27224480,46.581,53.419
Greece,GRC,2014,4.75623703,10.24459076,0.832333207,70.31999969,0.369156331,-0.290902495,0.930213809,GRC,100,10.80959531,-1.311210501,95.57611084,24.18806984,16.40740013,73.72277832,97.87486267,102.2894592,12.7760176,1.5,100,23.6,30.2,High income,63.21,81.38536585,10892413,22.298,77.702
Guatemala,GTM,2014,6.536030769,8.979589462,0.833974659,61.22000122,0.843398929,0.104752705,0.804462552,GTM,85.494371,11.77096888,3.418361697,84.669487,68.57409133,66.36340332,45.05617905,102.5807419,52.61470032,17.7,8.8,92,2.4,3.4,Lower-middle income,23.4,72.935,15306316,50.366,49.634
Haiti,HTI,2014,3.888778448,8.041407585,0.554148793,49.27999878,0.508805454,0.242564172,0.70752126,HTI,39.4816246,9.466779992,3.4381666,91.28074342,8.712487899,77.76799774,62.93905588,103.8314319,85.87845777,46.4,4.732528736,93.46857671,7.874074074,9.485264133,Low income,11.4,62.069,10549007,48.556,51.444
Honduras,HND,2014,5.055726051,8.533008575,0.790214539,61.5,0.695982575,0.014047259,0.834350109,HND,88.653773,14.71163315,6.129249303,77.19140625,43.82931077,53.62770081,39.05781174,91.94348907,49.48023987,14.6,15.2,93.46857671,7.874074074,9.485264133,Lower-middle income,19.08,74.278,8955579,45.486,54.514
Hong Kong,HKG,2014,5.458050728,10.93947983,0.833558202,63.08116208,0.843082368,0.219372362,0.422959864,HKG,100,25.21422931,4.438502674,102.2678299,0.26560425,0.240999997,108.2300415,109.3130112,101.3974762,12.7760176,4.732528736,93.46857671,7.874074074,9.485264133,High income,79.86627043,83.9804878,7229500,0,100
Hungary,HUN,2014,5.18056345,10.18418884,0.844735265,66.44000244,0.494474709,-0.153600752,0.855361402,HUN,100,24.56744018,-0.227566271,96.46964264,10.6831791,15.72270012,85.55030823,101.8569183,104.1899109,12.7760176,0.6,100,7.6,7.9,High income,75.65319745,75.76341463,9866468,29.773,70.227
India,IND,2014,4.424379349,8.531302452,0.621466637,58.74000168,0.809382915,-0.027680526,0.832141995,IND,83.58521271,33.46602422,6.649500151,97.57112122,16.25383982,36.05379868,62.93905588,107.8644104,74.1415329,14.9,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,13.5,68.286,1295600768,67.616,32.384
Indonesia,IDN,2014,5.597375393,9.185947418,0.904827833,62.08000183,0.71941328,0.405317962,0.970144212,IDN,97.01,30.66890946,6.394925408,103.4515305,11.47510049,28.31889915,57.87528992,106.0734024,82.68238068,7.7,6.2,88,4.2,3.9,Lower-middle income,17.14,70.481,255128076,47.365,52.635
Iran,IRN,2014,4.682224274,9.584557533,0.644063771,65.55999756,0.766822994,0.229623348,0.639682412,IRN,100,22.29355488,16.60655324,91.28074342,5.195386896,0.934099972,43.52145004,107.5530319,85.27626038,4.9,0.4,97,8.8,19.7,Upper-middle income,39.35,75.502,77465769,27.17,72.83
Iraq,IRQ,2014,4.541502476,9.126399994,0.725150704,60.81999969,0.646006584,0.004878337,0.726008117,IRQ,99.09417725,37.97563673,2.235974079,91.28074342,4.325050171,0.908299983,62.93905588,103.8314319,85.87845777,36.8,4.732528736,93,8.4,21.9,Upper-middle income,13.21,69.7,34411949,30.242,69.758
Ireland,IRL,2014,7.018379211,10.96867847,0.967744648,70.58000183,0.921629548,0.258487821,0.406036258,IRL,100,23.93048929,0.182542317,99.83773041,24.75976441,8.439100266,110.9285736,101.5422363,116.7390976,12.7760176,0.4,97,12.7,10.9,High income,83.49172234,81.34878049,4657740,37.66,62.34
Israel,ISR,2014,7.400570393,10.52257061,0.889069736,71.72000122,0.706974626,0.090206802,0.818039954,ISR,100,24.84908559,0.486495554,103.6381989,1.514478812,3.700299978,111.1298904,105.1809311,103.0233536,12.7760176,0.5,100,5.9,5.9,High income,75.01775316,82.15365854,8215700,7.896,92.104
Italy,ITA,2014,6.026585102,10.59409428,0.89789933,71.5,0.623531222,-0.068665512,0.919959545,ITA,100,18.84648431,0.24104743,100.1127396,43.39160638,17.13159943,97.58450317,101.1514206,102.2810593,12.7760176,1.2,93.46857671,7.874074074,9.485264133,High income,55.63846022,83.0902439,60789140,30.728,69.272
Ivory Coast,CIV,2014,3.570368528,8.333756447,0.710991681,51.90000153,0.780773103,-0.08232294,0.671356261,CIV,61.9,21.23925956,0.448682077,54.86824036,23.93193338,72.16349792,6.455699921,86.80014038,38.93740082,18.6,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,19.2742298,55.508,22647672,50.986,49.014
Jamaica,JAM,2014,5.310538769,9.184566498,0.874231517,66.59999847,0.808973134,-0.005766837,0.861132503,JAM,93.3,14.17313635,8.274078862,91.28074342,9.796314258,11.56070042,77.00953674,103.8314319,82.19750977,9.7,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,40.4027351,74.042,2875137,45.416,54.584
Japan,JPN,2014,5.922620773,10.5901022,0.900040329,73.48000336,0.838051736,-0.144462004,0.617483139,JPN,100,24.65881472,2.761954083,91.28074342,14.05935936,5.719900131,62.93905588,103.8314319,85.87845777,12.7760176,4.732528736,99,3.7,3.4,High income,89.10683302,83.58780488,127276000,8.696,91.304
Jordan,JOR,2014,5.333021641,9.269113541,0.816130996,67.41999817,0.728743196,-0.110483184,0.750439852,JOR,99.88537598,18.73340104,2.89947905,75.16387177,0.362239297,3.138900042,26.70611,79.49862671,69.13018036,7.2,4.732528736,99,10.1,20.7,Upper-middle income,46.2,73.969,8918822,10,90
Kazakhstan,KAZ,2014,5.970097542,10.10052395,0.79529345,62.79999924,0.799462974,0.000290353,0.805351257,KAZ,100,30.14127781,6.706578291,115.1543884,7.877755358,1.341199994,57.58224869,112.5344086,106.5911789,12.7760176,0,95,7.874074074,9.485264133,Upper-middle income,66,71.44,17288285,42.882,57.118
Kenya,KEN,2014,4.904579639,8.307733536,0.765436411,55.58000183,0.819018543,0.163666427,0.849194229,KEN,36,10.53779331,6.878154993,97.2009964,81.48628213,74.94120026,72.05251312,105.7534103,85.87845777,20.9,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,16.5,64.135,46700063,74.779,25.221
Kuwait,KWT,2014,6.180138588,10.92564297,0.814506296,70,0.738455519,-0.002299078,0.750439852,KWT,100,50.16839495,2.908926729,91.28074342,0,0.003,71.6608963,103.7813034,93.89048767,12.7760176,4.732528736,100,1.9,4.9,High income,78.7,75.019,3690939,0,100
Kyrgyzstan,KGZ,2014,5.252192974,8.46000576,0.898024797,63.27999878,0.736290097,0.353035867,0.896767378,KGZ,99.8,11.5268744,7.534247298,102.2726593,91.2572056,26.60440063,25.47682953,105.8174515,90.85202789,7.6,0.9,88,7,9.5,Lower-middle income,28.3,70.40243902,5835500,64.365,35.635
Latvia,LVA,2014,5.729115486,10.1434288,0.881255507,65.5,0.670653164,-0.046703774,0.803687513,LVA,100,22.45081846,0.620490637,100.3578415,54.54191791,40.23529816,93.48816681,99.85282135,113.7069321,12.7760176,0.8,98,11.9,9.8,High income,75.83,74.12439024,1993782,32.048,67.952
Lebanon,LBN,2014,5.233025551,9.732914925,0.758719444,65.63999939,0.657207966,-0.015205036,0.939358175,LBN,100,-3.500925865,1.854604213,91.28074342,1.075089127,4.239699841,62.93905588,103.8314319,85.87845777,9.6,4.732528736,93.46857671,7.874074074,9.485264133,Upper-middle income,73,78.732,6261046,12.053,87.947
Liberia,LBR,2014,4.571419239,7.386387348,0.708301783,52.41999817,0.590450883,-0.030946517,0.868966281,LBR,9.4,-38.13281588,9.861112856,60.00973129,0,84.0707016,160.0813446,97.42249298,38.57373047,37.2,41.7,72,2.4,1.8,Low income,5.41,61.723,4359508,50.603,49.397
Lithuania,LTU,2014,6.125723839,10.30413532,0.908239841,65.09999847,0.507947206,-0.267208517,0.956347883,LTU,100,23.08417846,0.103758009,100.7501678,40.74973031,27.73189926,84.91725922,101.5755692,108.1847763,12.7760176,1.3,96,12.2,9.2,High income,72.13,74.51707317,2932367,32.892,67.108
Luxembourg,LUX,2014,6.89112711,11.63791466,0.875469446,71.30000305,0.937987685,0.098004028,0.366286784,LUX,100,18.80632143,0.628543985,79.67519379,20.94488189,6.846199989,94.2495575,97.5230484,102.7083893,12.7760176,0.1,100,5.9,5.8,High income,94.67,82.22926829,556319,10.116,89.884
Madagascar,MDG,2014,3.675626993,7.313827515,0.655214131,56.06000137,0.528805017,-0.022674017,0.79105562,MDG,19.02375221,14.51717167,6.080408111,68.19869995,53.30695635,80.09909821,13.79934978,145.2478638,38.35387039,37.6,4.732528736,93.46857671,7.874074074,9.485264133,Low income,3.7,65.133,23589897,65.466,34.534
Malawi,MWI,2014,4.563080311,7.272959232,0.511616111,53.84000015,0.785766721,0.035611339,0.824017882,MWI,11.9,22.29355488,23.79206495,80.00206757,91.30599757,82.69190216,62.93905588,147.3957825,40.21173859,16.1,4.732528736,93.46857671,7.874074074,9.485264133,Low income,5.83,61.042,16289550,83.868,16.132
Malaysia,MYS,2014,5.962921619,10.05742455,0.863067031,65.72000122,0.808384359,0.237420544,0.844815433,MYS,99.98835754,29.36654769,3.142990509,102.2998505,9.707802996,3.029999971,93.01386261,104.3613663,85.35153961,3.4,4.732528736,97,2.7,3.2,Upper-middle income,63.66542588,75.268,29866606,26.423,73.577
Mali,MLI,2014,3.974714279,7.602088451,0.843123436,52.65999985,0.651513875,-0.03647273,0.657930553,MLI,34.08462143,15.43126643,0.883814547,53.20568848,42.87441124,80.92900085,3.940639973,77.07611084,44.0181694,4.9,4.732528736,73,6.4,6.3,Low income,7,57.036,16934213,60.804,39.196
Malta,MLT,2014,6.45211792,10.52635288,0.941215873,71.12000275,0.903936625,0.397055984,0.669645309,MLT,100,24.791124,0.310306472,102.6799393,3.340757238,4.489900112,108.078598,102.8234634,94.43334198,12.7760176,0,100,6.1,5.1,High income,73.17,82.04634146,434558,5.653,94.347
Mauritania,MRT,2014,4.482805252,8.521212578,0.852777958,58.59999847,0.468318135,-0.056685582,0.589483082,MRT,38.8,22.86999688,3.534368561,69.68058777,5.055409641,31.60899925,62.93905588,100.4021225,30.71409988,7.7,6,93.46857671,7.874074074,9.485264133,Lower-middle income,10.7,63.654,3930894,49.797,50.203
Mauritius,MUS,2014,5.647779942,9.895681381,0.784822047,63.88000107,0.824230313,0.170534223,0.879405558,MUS,99.37555695,15.63119302,3.21769192,96.91483307,20.2928158,10.59290028,103.2048187,102.4473419,99.90384674,5.3,4.732528736,100,5.4,10.8,Upper-middle income,44.80327537,74.19439024,1260934,58.889,41.111
Mexico,MEX,2014,6.679831028,9.859636307,0.781964958,65.66000366,0.779132903,-0.098690033,0.629851162,MEX,99.172928,21.26425207,4.018616081,110.5088425,17.54351633,9.758999825,71.72763062,108.0057526,97.34338379,4.4,3.7,98,4.8,4.9,Upper-middle income,44.39,74.908,120355137,21.007,78.993
Moldova,MDA,2014,5.917058468,9.240994453,0.804968834,62.52000046,0.623186231,-0.116123609,0.924806714,MDA,100,20.06332025,5.088785546,91.96939087,6.204447767,24.30900002,83.75501251,93.06421661,87.32076263,12.7760176,0,88,4.5,2.9,Lower-middle income,67,71.267,2856950,57.504,42.496
Mongolia,MNG,2014,4.824834824,9.315420151,0.943436682,59.47999954,0.752354145,0.142303243,0.908596814,MNG,85.88508606,23.44557552,12.25398081,91.28074342,3.162202381,3.339400053,78.14553833,101.3348236,85.87845777,11.5,0.2,80,5.2,4.4,Upper-middle income,19.94244743,68.863,2940111,31.837,68.163
Montenegro,MNE,2014,5.282720566,9.780064583,0.862930357,66.51999664,0.50266552,0.09293133,0.768465519,MNE,97.7,7.799227348,-0.710514052,91.28074342,55.21588402,45.94910049,62.93905588,103.8314319,85.87845777,12.7760176,1.7,97,17.8,18.2,Upper-middle income,61,76.297,621810,34.529,65.471
Myanmar,MMR,2014,4.786247253,8.204833984,0.774267435,59.11999893,0.870296836,0.702707887,0.591632962,MMR,52,30.64859973,4.953299185,91.28074342,62.36490782,72.62940216,62.93905588,101.8312073,51.78527069,9.7,4.732528736,93.46857671,7.874074074,9.485264133,Lower-middle income,11.52,65.378,52280816,70.35,29.65
Namibia,NAM,2014,4.573991299,9.264313698,0.762783587,54.25999832,0.849354982,-0.188669682,0.790228367,NAM,48.70618057,22.93855067,5.350169669,91.28074342,99.13217623,29.98419952,62.93905588,103.8314319,85.87845777,23.6,4.732528736,82,16.7,20.4,Upper-middle income,14.84,61.425,2273426,54.174,45.826
Nepal,NPL,2014,4.975014687,8.055885315,0.785883367,60.13999939,0.711877644,0.110994354,0.840685844,NPL,84.9,39.58970376,8.364154697,109.1984634,99.97366342,84.06300354,90.36234283,143.2478943,66.87902832,6.4,4.732528736,93.46857671,7.874074074,9.485264133,Low income,15.44,69.168,26905982,81.818,18.182
Netherlands,NLD,2014,7.32118845,10.86258888,0.908995748,71.05999756,0.910179615,0.327282339,0.45694837,NLD,100,27.10257194,0.97603508,91.28074342,11.32104663,5.526500225,93.56597137,103.8314319,85.87845777,12.7760176,0.1,100,7.1,7.8,High income,91.666666,81.70731707,16865008,10.31,89.69
